,number,id,link,title,address,price
478,19,210509511,https://www.moyareklama.by/single/ad/210509511,"
1-ком. квартира 37 м², 1/9 эт.
            
","Центральный р-н, ул. Головацкого, д. 95","
61 920 р. 1 673,51  р./м²
"
479,20,210658458,https://www.moyareklama.by/single/ad/210658458,"
3-ком. квартира 57,7 м², 3/5 эт.
            
","Центральный р-н, ул. Портовая, д. 10 (8 Марта)","
113 900 р. 1 974  р./м²
"
480,1,210861784,https://www.moyareklama.by/single/ad/210861784,"
4-ком. квартира 83,1 м², 1/9 эт.
            
","Железнодорожный район, ул. Карастояновой, д. 2","
86 979,60 р. 1 046,69  р./м²
"
481,2,210420562,https://www.moyareklama.by/single/ad/210420562,"
1-ком. квартира 35 м², 4/5 эт.
            
","Новобелицкий р-н, ул. Урицкого, д. 36","
70 000 р. 2 000  р./м²
"
482,3,210861573,https://www.moyareklama.by/single/ad/210861573,"
2-ком. квартира 49,7 м², 3/5 эт.
            
","Мозырский р-н, г. Мозырь, ул. Притыцкого, д. 5","
74 700 р. 1 503,02  р./м²
"
483,4,210604459,https://www.moyareklama.by/single/ad/210604459,"
3-ком. квартира 56,2 м², 2/5 эт.
            
","Центральный р-н, ул. Портовая, д. 10 (8 Марта)","
80 000 р. 1 423,49  р./м²
"
484,5,210861376,https://www.moyareklama.by/single/ad/210861376,"
1-ком. квартира 21,6 м², 7/9 эт.
            
","Советский р-н, ул. 60 лет СССР, д. 27","
40 000 р. 1 851,85  р./м²
"
485,6,210860969,https://www.moyareklama.by/single/ad/210860969,"
1-ком. квартира 30,5 м², 1/5 эт.
            
","Центральный р-н, ул. Рогачевская, д. 2в","
57 500 р. 1 887,72  р./м²
"
486,7,210860992,https://www.moyareklama.by/single/ad/210860992,"
1-ком. квартира 29,2 м², 4/4 эт.
            
","Центральный р-н, ул. Крестьянская, д. 30 (Крестьянская)","
60 000 р. 2 054,79  р./м²
"
487,8,210860603,https://www.moyareklama.by/single/ad/210860603,"
2-ком. квартира 46,2 м², 7/9 эт.
            
","Железнодорожный р-н, ул. Огоренко","
70 000 р. 1 515,81  р./м²
"
488,9,210860588,https://www.moyareklama.by/single/ad/210860588,"
2-ком. квартира 51,6 м², 9/10 эт.
            
","Советский р-н, пр-т Речицкий, д. 132","
86 604 р. 1 678,37  р./м²
"
489,10,210860261,https://www.moyareklama.by/single/ad/210860261,"
1-ком. квартира 42,4 м², 2/5 эт.
            
","Центральный р-н, пр-т Ленина, д. 45","
80 000 р. 1 887,68  р./м²
"
490,11,210859913,https://www.moyareklama.by/single/ad/210859913,"
2-ком. квартира 38,3 м², 2/5 эт.
            
","Железнодорожный р-н, ул. Кожара, д. 20 (Океан)","
63 000 р. 1 644,91  р./м²
"
491,12,210602469,https://www.moyareklama.by/single/ad/210602469,"
4-ком. квартира 141 м², 4/9 эт.
            
","Советский р-н, мкр Солнечный, д. 4","
340 900 р. 2 417,73  р./м²
"
492,13,210859803,https://www.moyareklama.by/single/ad/210859803,"
3-ком. квартира 63,5 м², 5/9 эт.
            
","Железнодорожный р-н, ул. 50 лет БССР, д. 3 (Рембыттехника/Тимофеенко)","
105 000 р. 1 653,54  р./м²
"
493,14,210859685,https://www.moyareklama.by/single/ad/210859685,"
2-ком. квартира 50 м², 10/11 эт.
            
","Центральный р-н, ул. Кирова, д. 149 (Свято Троицкий Храм)","
86 000 р. 1 720  р./м²
"
494,15,210859676,https://www.moyareklama.by/single/ad/210859676,"
3-ком. квартира 64,5 м², 2/2 эт.
            
","Добрушский р-н, г. Добруш, ул. Октябрьская (Ж/Вокзал)","
53 000 р. 821,71  р./м²
"
495,16,210859672,https://www.moyareklama.by/single/ad/210859672,"
2-ком. квартира 44 м², 4/4 эт.
            
","Центральный р-н, ул. Билецкого, д. 2 (Площадь Ленина)","
90 000 р. 2 045,45  р./м²
"
496,17,210409996,https://www.moyareklama.by/single/ad/210409996,"
1-ком. квартира 40 м², 5/5 эт.
            
","Советский р-н, ул. Островского","
63 133 р. 1 578,33  р./м²
"
497,18,210859656,https://www.moyareklama.by/single/ad/210859656,"
3-ком. квартира 62 м², 4/5 эт.
            
","Калинковичский р-н, г. Калинковичи, ул. Комсомольская, д. 3","
73 660 р. 1 188,06  р./м²
"
498,19,210859640,https://www.moyareklama.by/single/ad/210859640,"
1-ком. квартира 34 м², 5/5 эт.
            
","Железнодорожный р-н, пл. Победы, д. 1 (Библиотека им Ленина, фонтан Одуванчик)","
70 500 р. 2 073,53  р./м²
"
499,20,210859374,https://www.moyareklama.by/single/ad/210859374,"
2-ком. квартира 41,6 м², 5/5 эт.
            
","Новобелицкий р-н, ул. Урицкого, д. 38","
46 000 р. 1 105,77  р./м²
"
500,1,210859338,https://www.moyareklama.by/single/ad/210859338,"
1-ком. квартира 36,8 м², 4/10 эт.
            
","Центральный р-н, ул. Головацкого, д. 89а","
76 000 р. 2 065,22  р./м²
"
501,2,210859332,https://www.moyareklama.by/single/ad/210859332,"
2-ком. квартира 49,3 м², 8/9 эт.
            
","Новобелицкий р-н, ул. Станционная, д. 3 (ул. Международная)","
"
502,3,210859195,https://www.moyareklama.by/single/ad/210859195,"
3-ком. квартира 61,4 м², 4/5 эт.
            
","Железнодорожный р-н, ул. Владимирова, д. 19","
72 800 р. 1 185,67  р./м²
"
503,4,210764533,https://www.moyareklama.by/single/ad/210764533,"
4-ком. квартира 59,1 м², 1/5 эт.
            
","Железнодорожный р-н, ул. Старочерниговская, д. 6 (Университет)","
83 500 р. 1 412,86  р./м²
"
504,5,210824783,https://www.moyareklama.by/single/ad/210824783,"
2-ком. квартира 41,6 м², 5/5 эт.
            
","Железнодорожный р-н, ул. Советская, д. 125Б","
53 125 р. 1 277,04  р./м²
"
505,6,210858495,https://www.moyareklama.by/single/ad/210858495,"
2-ком. квартира 42,6 м², 5/5 эт.
            
","Центральный р-н, ул. Советская, д. 72 (Новый универмаг)","
71 300 р. 1 673,71  р./м²
"
506,7,210858462,https://www.moyareklama.by/single/ad/210858462,"
3-ком. квартира 53,5 м², 9/9 эт.
            
","Железнодорожный р-н, ул. Советская, д. 141А","
79 300 р. 1 482,24  р./м²
"
507,8,210858442,https://www.moyareklama.by/single/ad/210858442,"
2-ком. квартира 54,6 м², 1/10 эт.
            
","Советский р-н, пр-д Студенческий, д. 7 (Остановка Микрорайон Речицкий и Остановка Рынок Давыдовский)","
125 000 р. 2 289,38  р./м²
"
508,9,210858361,https://www.moyareklama.by/single/ad/210858361,"
2-ком. квартира 51,8 м², 5/9 эт.
            
","Советский р-н, ул. Пенязькова, д. 23 (ул. Серегина)","
"
509,10,210858337,https://www.moyareklama.by/single/ad/210858337,"
2-ком. квартира 48,8 м², 1/5 эт.
            
","Калинковичский р-н, г. Калинковичи, ул. 50 лет Октября, д. 36","
69 025 р. 1 413,58  р./м²
"
510,11,210858313,https://www.moyareklama.by/single/ad/210858313,"
1-ком. квартира 22,6 м², 6/9 эт.
            
","Мозырский р-н, г. Мозырь, ул. Пролетарская, д. 81А","
36 300 р. 1 604,07  р./м²
"
511,12,210858289,https://www.moyareklama.by/single/ad/210858289,"
4-ком. квартира 73 м², 1/1 эт.
            
","Железнодорожный р-н, ул. Волочаевская, д. 4","
70 000 р. 958,90  р./м²
"
512,13,210858177,https://www.moyareklama.by/single/ad/210858177,"
2-ком. квартира 45,2 м², 5/5 эт.
            
","Новобелицкий р-н, ул. Ильича, д. 32","
55 430 р. 1 226,33  р./м²
"
513,14,210858145,https://www.moyareklama.by/single/ad/210858145,"
2-ком. квартира 50,1 м², 8/9 эт.
            
","Мозырский р-н, г. Мозырь, ул. Интернациональная, д. 39","
62 750 р. 1 253,75  р./м²
"
514,15,210858136,https://www.moyareklama.by/single/ad/210858136,"
2-ком. квартира 50 м², 5/5 эт.
            
","Центральный р-н, ул. Катунина, д. 7","
100 280 р. 2 005,60  р./м²
"
515,16,210569936,https://www.moyareklama.by/single/ad/210569936,"
4-ком. квартира 84,4 м², 2/3 эт.
            
","Гомельский р-н, пос. Бобовичи, ул. Дружба","
75 000 р. 888,63  р./м²
"
516,17,210857981,https://www.moyareklama.by/single/ad/210857981,"
2-ком. квартира 47,8 м², 2/2 эт.
            
","Гомельский район, пос. Юбилейный, д. 72","
38 415,99 р. 803,68  р./м²
"
517,18,210857711,https://www.moyareklama.by/single/ad/210857711,"
3-ком. квартира 63 м², 3/9 эт.
            
","Центральный р-н, ул. Кожара, д. 1 (Рембытехника)","
125 000 р. 1 984,13  р./м²
"
518,19,210857684,https://www.moyareklama.by/single/ad/210857684,"
1-ком. квартира 46 м², 10/10 эт.
            
","Центральный р-н, ул. Мазурова, д. 101б","
97 600 р. 2 121,74  р./м²
"
519,20,210857676,https://www.moyareklama.by/single/ad/210857676,"
4-ком. квартира 58 м², 5/5 эт.
            
","Железнодорожный р-н, ул. Николая Дворникова, д. 15 (ДК Гомсельмаш)","
92 980 р. 1 603,10  р./м²
"
520,1,210857604,https://www.moyareklama.by/single/ad/210857604,"
3-ком. квартира 84 м², 4/9 эт.
            
","Новобелицкий р-н, ул. Рябиновая (104 микрорайон)","
115 674 р. 1 377,07  р./м²
"
521,2,210857594,https://www.moyareklama.by/single/ad/210857594,"
1-ком. квартира 30,2 м², 5/5 эт.
            
","Центральный р-н, ул. Интернациональная, д. 33 (ЗИП)","
57 850 р. 1 915,56  р./м²
"
522,3,210763950,https://www.moyareklama.by/single/ad/210763950,"
1-ком. квартира 38 м², 2/9 эт.
            
","Советский р-н, ул. Междугородняя, д. 16 (Торговый дом Речицкий)","
65 335 р. 1 719,34  р./м²
"
523,4,210857586,https://www.moyareklama.by/single/ad/210857586,"
1-ком. квартира 32 м², 5/5 эт.
            
","Центральный р-н, ул. Рогачевская","
64 079 р. 2 002,47  р./м²
"
524,5,210857585,https://www.moyareklama.by/single/ad/210857585,"
3-ком. квартира 65 м², 4/9 эт.
            
","Железнодорожный р-н, ул. 8-я Иногородняя","
90 000 р. 1 384,62  р./м²
"
525,6,209787710,https://www.moyareklama.by/single/ad/209787710,"
4-ком. квартира 96 м², 8/13 эт.
            
","Советский р-н, г. Гомель, пр-т Речицкий, д. 144 (Солнечная)","
158 313 р. 1 649,09  р./м²
"
526,7,210857566,https://www.moyareklama.by/single/ad/210857566,"
3-ком. квартира 63 м², 3/5 эт.
            
","Новобелицкий р-н, ул. Склезнева, д. 4","
92 977 р. 1 475,83  р./м²
"
527,8,210857524,https://www.moyareklama.by/single/ad/210857524,"
2-ком. квартира 50 м², 18/18 эт.
            
","Центральный р-н, ул. Мазурова, д. 25","
93 000 р. 1 860  р./м²
"
528,9,210675382,https://www.moyareklama.by/single/ad/210675382,"
3-ком. квартира 49,3 м², 4/5 эт.
            
","Железнодорожный р-н, ул. Кожара, д. 34","
75 000 р. 1 521,61  р./м²
"
529,10,210857100,https://www.moyareklama.by/single/ad/210857100,"
3-ком. квартира 65,1 м², 9/9 эт.
            
","Железнодорожный район, ул. 50 лет заводу Гомсельмаш, д. 14","
83 355,45 р. 1 280,42  р./м²
"
530,11,210857126,https://www.moyareklama.by/single/ad/210857126,"
1-ком. квартира 28,2 м², 8/9 эт.
            
","Железнодорожный р-н, ул. М.Богдановича, д. 14 (ост. ""Молодёжная"")","
38 200 р. 1 353,65  р./м²
"
