,number,id,link,title,address,price
604,5,210850824,https://www.moyareklama.by/single/ad/210850824,"
2-ком. квартира 52,1 м², 9/9 эт.
            
","Речицкий р-н, г. Речица, ул. Советская, д. 97А","
55 575 р. 1 066,70  р./м²
"
605,6,210850602,https://www.moyareklama.by/single/ad/210850602,"
3-ком. квартира 61,5 м², 5/5 эт.
            
","Железнодорожный р-н, ул. Кожара, д. 24","
76 500 р. 1 244,51  р./м²
"
606,7,210850528,https://www.moyareklama.by/single/ad/210850528,"
3-ком. квартира 58,3 м², 5/5 эт.
            
","Железнодорожный р-н, ул. Курчатова, д. 5А","
75 000 р. 1 286,45  р./м²
"
607,8,210850342,https://www.moyareklama.by/single/ad/210850342,"
3-ком. квартира 61 м², 1/5 эт.
            
","Советский р-н, ул. Владимирова, д. 21","
64 600 р. 1 059,02  р./м²
"
608,9,210849983,https://www.moyareklama.by/single/ad/210849983,"
3-ком. квартира 64,8 м², 6/9 эт.
            
","Новобелицкий р-н, ул. Жемчужная","
"
609,10,210773219,https://www.moyareklama.by/single/ad/210773219,"
2-ком. квартира 40 м², 3/5 эт.
            
","Центральный р-н, ул. Катунина","
88 000 р. 2 200  р./м²
"
610,11,210849926,https://www.moyareklama.by/single/ad/210849926,"
3-ком. квартира 58,7 м², 5/5 эт.
            
","Железнодорожный р-н, ул. Юбилейная, д. 12","
76 555 р. 1 305,29  р./м²
"
611,12,210849857,https://www.moyareklama.by/single/ad/210849857,"
3-ком. квартира 58 м², 4/5 эт.
            
","Железнодорожный р-н, пр-т Победы, д. 25б","
85 000 р. 1 465,52  р./м²
"
612,13,210849687,https://www.moyareklama.by/single/ad/210849687,"
2-ком. квартира 61,1 м², 2/4 эт.
            
","Центральный р-н, ул. Советская, д. 2","
"
613,14,210849566,https://www.moyareklama.by/single/ad/210849566,"
Студия 31 м², 4/5 эт.
            
","Центральный р-н, ул. Парижской Коммуны","
69 100 р. 2 229,03  р./м²
"
614,15,210849330,https://www.moyareklama.by/single/ad/210849330,"
4-ком. квартира 84,3 м², 4/9 эт.
            
","Советский р-н, ул. 60 лет СССР, д. 19","
166 000 р. 1 969,16  р./м²
"
615,16,210849323,https://www.moyareklama.by/single/ad/210849323,"
2-ком. квартира 46,5 м², 4/9 эт.
            
","Железнодорожный р-н, ул. Кирова, д. 94 (Авторемзавод)","
81 600 р. 1 754,84  р./м²
"
616,17,210849274,https://www.moyareklama.by/single/ad/210849274,"
4-ком. квартира 98,2 м², 1/9 эт.
            
","Советский р-н, пр-д Студенческий, д. 15 (Рынок Давыдовский)","
215 000 р. 2 189,41  р./м²
"
617,18,210849226,https://www.moyareklama.by/single/ad/210849226,"
2-ком. квартира 54,6 м², 8/11 эт.
            
","Советский р-н, ул. Пенязькова, д. 55Б (Микрорайон Шведская горка)","
99 000 р. 1 813,19  р./м²
"
618,19,210849195,https://www.moyareklama.by/single/ad/210849195,"
1-ком. квартира 31 м², 5/10 эт.
            
","Железнодорожный р-н, ул. Советская, д. 97 (Рембыттехника)","
80 000 р. 2 580,65  р./м²
"
619,20,210849041,https://www.moyareklama.by/single/ad/210849041,"
3-ком. квартира 75,7 м², 12/18 эт.
            
","Новобелицкий р-н, ул. Ильича, д. 61","
166 160 р. 2 194,98  р./м²
"
620,1,210849009,https://www.moyareklama.by/single/ad/210849009,"
3-ком. квартира 62,6 м², 1/5 эт.
            
","Советский р-н, ул. Барыкина, д. 163 (""Мандарин Плаза"")","
88 560 р. 1 414,70  р./м²
"
621,2,210848881,https://www.moyareklama.by/single/ad/210848881,"
3-ком. квартира 92,5 м², 2/11 эт.
            
","Центральный р-н, ул. Советская, д. 136","
186 300 р. 2 014,05  р./м²
"
622,3,210848892,https://www.moyareklama.by/single/ad/210848892,"
1-ком. квартира 36,9 м², 4/9 эт.
            
","Советский р-н, ул. Междугородняя, д. 8","
"
623,4,210848824,https://www.moyareklama.by/single/ad/210848824,"
2-ком. квартира 63,9 м², 2/3 эт.
            
","Речицкий район, д. Пригородная, ул. Речицкая, д. 2","
79 731,30 р. 1 247,75  р./м²
"
624,5,210812488,https://www.moyareklama.by/single/ad/210812488,"
1-ком. квартира 30,7 м², 4/5 эт.
            
","Центральный р-н, пр-т Победы, д. 6","
57 840 р. 1 885,88  р./м²
"
625,6,210848917,https://www.moyareklama.by/single/ad/210848917,"
1-ком. квартира 30,4 м², 2/5 эт.
            
","Советский р-н, ул. Волгоградская, д. 41","
53 500 р. 1 759,87  р./м²
"
626,7,210848540,https://www.moyareklama.by/single/ad/210848540,"
2-ком. квартира 46,8 м², 3/9 эт.
            
","Железнодорожный р-н, ул. Свиридова, д. 1 к.2 (универсам ""Брянский"")","
79 500 р. 1 697,99  р./м²
"
627,8,210848426,https://www.moyareklama.by/single/ad/210848426,"
1-ком. квартира 29,4 м², 3/5 эт.
            
","Центральный р-н, ул. Советская, д. 168","
49 400 р. 1 680,27  р./м²
"
628,9,210848277,https://www.moyareklama.by/single/ad/210848277,"
3-ком. квартира 49,7 м², 3/5 эт.
            
","Железнодорожный р-н, ул. Старо-Черниговская, д. 1","
80 000 р. 1 609,66  р./м²
"
629,10,210848274,https://www.moyareklama.by/single/ad/210848274,"
2-ком. квартира 41,9 м², 2/4 эт.
            
","г. Мозырь, ул. Студенческая, д. 36 (м-н ""Копеечка"")","
59 520 р. 1 421,20  р./м²
"
630,11,210848201,https://www.moyareklama.by/single/ad/210848201,"
3-ком. квартира 48,1 м², 3/5 эт.
            
","Советский р-н, ул. Чкалова, д. 110","
"
631,12,210847992,https://www.moyareklama.by/single/ad/210847992,"
3-ком. квартира 62,3 м², 4/5 эт.
            
","Советский район, ул. Братьев Лизюковых, д. 8","
77 315,20 р. 1 241,01  р./м²
"
632,13,210668469,https://www.moyareklama.by/single/ad/210668469,"
1-ком. квартира 36,8 м², 3/9 эт.
            
","Советский р-н, ул. Междугородня, д. 16 (Торговый дом Речицкий)","
49 000 р. 1 331,52  р./м²
"
633,14,210847710,https://www.moyareklama.by/single/ad/210847710,"
4-ком. квартира 74,2 м², 1/5 эт.
            
","Буда-Кошелевский р-н, г. Буда-Кошелево, ул. Ленина","
68 520 р. 923,45  р./м²
"
634,15,210847677,https://www.moyareklama.by/single/ad/210847677,"
2-ком. квартира 60,8 м², 5/9 эт.
            
","Советский р-н, ул. Пенязькова, д. 21 (район Шведская Горка)","
117 000 р. 1 924,34  р./м²
"
635,16,210847669,https://www.moyareklama.by/single/ad/210847669,"
2-ком. квартира 62 м², 7/9 эт.
            
","Центральный р-н, ул. Свиридова","
108 680 р. 1 752,90  р./м²
"
636,17,208674900,https://www.moyareklama.by/single/ad/208674900,"
1-ком. квартира 37,9 м², 4/7 эт.
            
","Советский р-н, пр-т Октября, д. 4 (рынок Быховский)","
75 000 р. 1 978,89  р./м²
"
637,18,210847624,https://www.moyareklama.by/single/ad/210847624,"
2-ком. квартира 45 м², 3/5 эт.
            
","Советский р-н, пр-т Речицкий, д. 31 (парк Фестивальный)","
85 000 р. 1 888,89  р./м²
"
638,19,210847445,https://www.moyareklama.by/single/ad/210847445,"
3-ком. квартира 70 м², 2/9 эт.
            
","Советский р-н, ул. Барыкина, д. 94 (к/т Октябрь)","
170 000 р. 2 428,57  р./м²
"
639,20,210847410,https://www.moyareklama.by/single/ad/210847410,"
4-ком. квартира 82,1 м², 1/9 эт.
            
","Железнодорожный р-н, ул. Огоренко, д. 7, к.2","
110 250 р. 1 342,87  р./м²
"
640,1,210847329,https://www.moyareklama.by/single/ad/210847329,"
2-ком. квартира 47,5 м², 3/3 эт.
            
","Добрушский р-н, гп Тереховка, ул. Советская, д. 15А","
37 500 р. 789,47  р./м²
"
641,2,210847139,https://www.moyareklama.by/single/ad/210847139,"
2-ком. квартира 43,1 м², 4/4 эт.
            
","Центральный р-н, ул. Парижской Коммуны, д. 2","
80 000 р. 1 854,43  р./м²
"
642,3,210847288,https://www.moyareklama.by/single/ad/210847288,"
1-ком. квартира 29,3 м², 1/9 эт.
            
","Железнодорожный р-н, ул. Богданова, д. 7","
35 310 р. 1 205,12  р./м²
"
643,4,210847170,https://www.moyareklama.by/single/ad/210847170,"
3-ком. квартира 53,4 м², 1/5 эт.
            
","Мозырский р-н, г. Мозырь, ул. 8 Марта, д. 41","
52 500 р. 983,51  р./м²
"
644,5,210847065,https://www.moyareklama.by/single/ad/210847065,"
3-ком. квартира 63 м², 1/2 эт.
            
","Гомельский район, пос. Юбилейный, д. 72","
51 946,15 р. 824,54  р./м²
"
645,6,210417500,https://www.moyareklama.by/single/ad/210417500,"
2-ком. квартира 47 м², 2/9 эт.
            
","Железнодорожный р-н, ул. Телегина, д. 19 (нов. Универмаг ""Гомель"")","
89 900 р. 1 912,77  р./м²
"
646,7,210847093,https://www.moyareklama.by/single/ad/210847093,"
2-ком. квартира 45,8 м², 3/9 эт.
            
","Железнодорожный р-н, ул. 8-я Иногородняя, д. 2 (""Колледж"")","
85 000 р. 1 856,30  р./м²
"
647,8,210846595,https://www.moyareklama.by/single/ad/210846595,"
1-ком. квартира 34,1 м², 4/5 эт.
            
","Советский р-н, ул. Жукова, д. 38А","
43 950 р. 1 288,86  р./м²
"
648,9,210846490,https://www.moyareklama.by/single/ad/210846490,"
4-ком. квартира 76 м², 2/3 эт.
            
","Гомельский р-н, пос. Большевик, ул. Мира","
67 095 р. 882,83  р./м²
"
649,10,210846411,https://www.moyareklama.by/single/ad/210846411,"
3-ком. квартира 60,2 м², 4/5 эт.
            
","Советский р-н, пр-т Октября, д. 2","
77 331 р. 1 284,35  р./м²
"
650,11,210846387,https://www.moyareklama.by/single/ad/210846387,"
2-ком. квартира 44,8 м², 5/5 эт.
            
","Советский р-н, пр-т Речицкий","
71 680 р. 1 600  р./м²
"
651,12,210846369,https://www.moyareklama.by/single/ad/210846369,"
2-ком. квартира 46,6 м², 5/9 эт.
            
","Железнодорожный р-н, ул. 50 лет БССР, д. 3 (Рембыттехника)","
106 210 р. 2 279,18  р./м²
"
652,13,210846250,https://www.moyareklama.by/single/ad/210846250,"
2-ком. квартира 48,4 м², 5/5 эт.
            
","Жлобинский р-н, г. Жлобин, мкр 1-й, д. 2б","
64 000 р. 1 322,31  р./м²
"
653,14,210846210,https://www.moyareklama.by/single/ad/210846210,"
3-ком. квартира 61,9 м², 3/5 эт.
            
","Железнодорожный р-н, ул. Советская, д. 182 (Горэлектротранспорт)","
70 000 р. 1 130,86  р./м²
"
654,15,210846060,https://www.moyareklama.by/single/ad/210846060,"
3-ком. квартира 63 м², 5/5 эт.
            
","Советский р-н, ул. Междугородняя, д. 18","
110 000 р. 1 746,03  р./м²
"
655,16,210846033,https://www.moyareklama.by/single/ad/210846033,"
2-ком. квартира 44,2 м², 5/5 эт.
            
","Центральный р-н, ул. Портовая, д. 12А (8 Марта, Цирк)","
66 640 р. 1 506,33  р./м²
"
656,17,210846029,https://www.moyareklama.by/single/ad/210846029,"
2-ком. квартира 44,5 м², 2/4 эт.
            
","Железнодорожный р-н, ул. Старочерниговская, д. 41 (""Турист"")","
77 000 р. 1 730,34  р./м²
"
657,18,210418312,https://www.moyareklama.by/single/ad/210418312,"
4-ком. квартира 75,9 м², 3/9 эт.
            
","Железнодорожный р-н, ул. Осипова, д. 5","
115 000 р. 1 515,15  р./м²
"
658,19,210845997,https://www.moyareklama.by/single/ad/210845997,"
3-ком. квартира 67,6 м², 3/10 эт.
            
","Центральный р-н, ул. Кирова, д. 149","
90 000 р. 1 331,36  р./м²
"
659,20,210045207,https://www.moyareklama.by/single/ad/210045207,"
2-ком. квартира 46 м², 2/2 эт.
            
","Буда-Кошелевский р-н, г. Буда-Кошелево, ул. Лавриновича, д. 5 (Кр. курган)","
20 000 р. 434,78  р./м²
"
660,1,210845817,https://www.moyareklama.by/single/ad/210845817,"
1-ком. квартира 39,2 м², 9/12 эт.
            
","Железнодорожный р-н, ул. Советская, д. 163","
52 400 р. 1 336,73  р./м²
"
661,2,210845783,https://www.moyareklama.by/single/ad/210845783,"
3-ком. квартира 95,9 м², 2/9 эт.
            
","Центральный р-н, ул. Плеханова, д. 43","
144 000 р. 1 501,56  р./м²
"
662,3,210845766,https://www.moyareklama.by/single/ad/210845766,"
4-ком. квартира 77,9 м², 1/5 эт.
            
","г. Хойники, ул. Лермонтова, д. 9","
50 000 р. 641,60  р./м²
"
663,4,209545635,https://www.moyareklama.by/single/ad/209545635,"
3-ком. квартира 46,4 м², 1/1 эт.
            
","Лоевский р-н, г. Лоев, ул. Синякова, д. 36","
20 800 р. 448,28  р./м²
"
664,5,210845601,https://www.moyareklama.by/single/ad/210845601,"
2-ком. квартира 38,2 м², 3/5 эт.
            
","Речицкий р-н, г. Речица, ул. Снежкова, д. 30","
44 585 р. 1 167,15  р./м²
"
665,6,210845321,https://www.moyareklama.by/single/ad/210845321,"
2-ком. квартира 52 м², 4/4 эт.
            
","Центральный р-н, ул. Советская, д. 30 (Жарковского)","
85 000 р. 1 634,62  р./м²
"
666,7,210520932,https://www.moyareklama.by/single/ad/210520932,"
2-ком. квартира 47,2 м², 5/5 эт.
            
","Советский район, ул. Братьев Лизюковых, д. 18 (Областная больница)","
55 570,30 р. 1 177,34  р./м²
"
667,8,210845076,https://www.moyareklama.by/single/ad/210845076,"
3-ком. квартира 63,3 м², 7/9 эт.
            
","Советский р-н, пр-т Речицкий, д. 59 (ГГТУ им.Сухого)","
120 000 р. 1 895,14  р./м²
"
668,9,210844838,https://www.moyareklama.by/single/ad/210844838,"
2-ком. квартира 49 м², 3/12 эт.
            
","Железнодорожный р-н, ул. Юбилейная, д. 38 (Кинотеатр Юбилейный, Рембыттехника)","
73 500 р. 1 500  р./м²
"
669,10,210844695,https://www.moyareklama.by/single/ad/210844695,"
3-ком. квартира 63,8 м², 5/9 эт.
            
","Советский р-н, ул. Клермон-Ферран, д. 1 (Администрация Советского района)","
93 000 р. 1 458,37  р./м²
"
670,11,210844782,https://www.moyareklama.by/single/ad/210844782,"
3-ком. квартира 67 м², 7/9 эт.
            
","Советский р-н, пр-т Речицкий, д. 35 (Фестиваль)","
105 000 р. 1 567,16  р./м²
"
671,12,210844679,https://www.moyareklama.by/single/ad/210844679,"
2-ком. квартира 51,1 м², 3/9 эт.
            
","Центральный р-н, ул. Мазурова, д. 62 (Дружба)","
113 000 р. 2 211,35  р./м²
"
672,13,210364509,https://www.moyareklama.by/single/ad/210364509,"
1-ком. квартира 45,5 м², 1/2 эт.
            
","Железнодорожный р-н, рп Костюковка, ул. Валерия Абеля, д. 15а","
54 500 р. 1 198,59  р./м²
"
673,14,210844037,https://www.moyareklama.by/single/ad/210844037,"
6-ком. квартира 156 м², 6/12 эт.
            
","Центральный р-н, ул. Волотовская, д. 11","
372 723 р. 2 389,25  р./м²
"
674,15,210844021,https://www.moyareklama.by/single/ad/210844021,"
4-ком. квартира 75 м², 2/4 эт.
            
","Буда-Кошелевский р-н, аг. Коммунар, ул. Ленина, д. 36а","
50 000 р. 666,31  р./м²
"
675,16,210843947,https://www.moyareklama.by/single/ad/210843947,"
3-ком. квартира 65,5 м², 2/9 эт.
            
","Советский р-н, ул. Пенязькова, д. 9","
115 500 р. 1 763,36  р./м²
"
676,17,210843799,https://www.moyareklama.by/single/ad/210843799,"
3-ком. квартира 68,6 м², 16/17 эт.
            
","Центральный р-н, ул. Мазурова, д. 58 (Магазин ""Веста"")","
154 300 р. 2 249,27  р./м²
"
677,18,210843840,https://www.moyareklama.by/single/ad/210843840,"
2-ком. квартира 47,4 м², 3/5 эт.
            
","Калинковичский р-н, пгт Бобровичи, ул. Лесная, д. 144","
22 500 р. 474,68  р./м²
"
678,19,210843771,https://www.moyareklama.by/single/ad/210843771,"
2-ком. квартира 50,3 м², 3/5 эт.
            
","Ветковский р-н, г. г.Ветка, ул. Батракова, д. 26 (Поликлиника)","
65 000 р. 1 292,25  р./м²
"
679,20,210843661,https://www.moyareklama.by/single/ad/210843661,"
1-ком. квартира 30 м², 1/4 эт.
            
","Центральный р-н, ул. Волотовская, д. 2","
72 800 р. 2 426,67  р./м²
"
680,1,210843654,https://www.moyareklama.by/single/ad/210843654,"
2-ком. квартира 50,1 м², 6/9 эт.
            
","Железнодорожный р-н, ул. Малайчука, д. 17","
77 648 р. 1 549,86  р./м²
"
681,2,210843616,https://www.moyareklama.by/single/ad/210843616,"
3-ком. квартира 58 м², 5/5 эт.
            
","Мозырский р-н, г. Мозырь, ул. Интернациональная, д. 77","
60 000 р. 1 034,48  р./м²
"
682,3,210843271,https://www.moyareklama.by/single/ad/210843271,"
2-ком. квартира 45 м², 4/5 эт.
            
","Гомельский р-н, д. Песочная буда, ул. Молодежная, д. 11","
38 000 р. 844,44  р./м²
"
683,4,210843270,https://www.moyareklama.by/single/ad/210843270,"
2-ком. квартира 0 м², 3/5 эт.
            
","Центральный р-н, пр-д Интернациональный, д. 2 (Центральный рынок)","
72 000 р. "
684,5,210843267,https://www.moyareklama.by/single/ad/210843267,"
2-ком. квартира 60 м², 6/10 эт.
            
","Гомельский р-н, пос. Ченки, ул. Радужная, д. 10","
95 000 р. 1 583,33  р./м²
"
685,6,210842943,https://www.moyareklama.by/single/ad/210842943,"
1-ком. квартира 28,4 м², 7/9 эт.
            
","Советский р-н, ул. 60 лет СССР, д. 15 (остановка ""60 лет СССР"")","
46 500 р. 1 637,32  р./м²
"
686,7,210564434,https://www.moyareklama.by/single/ad/210564434,"
3-ком. квартира 67 м², 2/3 эт.
            
","г. Хойники, ул. Карла Маркса, д. 20","
38 000 р. 567,16  р./м²
"
687,8,210842386,https://www.moyareklama.by/single/ad/210842386,"
2-ком. квартира 51 м², 2/5 эт.
            
","г. Речица, ул. Снежкова, д. 22","
63 730 р. 1 249,61  р./м²
"
688,9,210841991,https://www.moyareklama.by/single/ad/210841991,"
1-ком. квартира 38,6 м², 6/11 эт.
            
","Советский р-н, ул. Гомельская, д. 66 (3-я школа)","
73 000 р. 1 891,19  р./м²
"
689,10,210841775,https://www.moyareklama.by/single/ad/210841775,"
1-ком. квартира 21 м², 4/5 эт.
            
","Центральный р-н, ул. Песина","
46 000 р. 2 190,48  р./м²
"
690,11,210841703,https://www.moyareklama.by/single/ad/210841703,"
2-ком. квартира 62 м², 2/18 эт.
            
","Центральный р-н, ул. Мазурова, д. 25","
180 000 р. 2 903,23  р./м²
"
691,12,210603416,https://www.moyareklama.by/single/ad/210603416,"
3-ком. квартира 64 м², 7/9 эт.
            
","Железнодорожный р-н, ул. Осипова, д. 5 (Молодёжная)","
100 000 р. 1 562,50  р./м²
"
692,13,210841494,https://www.moyareklama.by/single/ad/210841494,"
1-ком. квартира 35 м², 3/5 эт.
            
","Гомельский р-н, д. Урицкое, ул. Ятченко, д. 2","
50 000 р. 1 428,57  р./м²
"
693,14,210841181,https://www.moyareklama.by/single/ad/210841181,"
4-ком. квартира 79,9 м², 2/2 эт.
            
","Мозырский р-н, г. Мозырь, ул. Комсомольская, д. 8 (УКС)","
101 600 р. 1 271,59  р./м²
"
694,15,209973734,https://www.moyareklama.by/single/ad/209973734,"
2-ком. квартира 44 м², 3/5 эт.
            
","Гомельский р-н, рп Костюковка, ул. Беляева, д. 5","
62 500 р. 1 420,45  р./м²
"
695,16,210841154,https://www.moyareklama.by/single/ad/210841154,"
Студия 17 м², 2/4 эт.
            
","Железнодорожный р-н, ул. Аэропорт","
27 500 р. 1 617,65  р./м²
"
696,17,210841033,https://www.moyareklama.by/single/ad/210841033,"
3-ком. квартира 57,2 м², 1/2 эт.
            
","Центральный р-н, ул. Советская, д. 69","
67 770 р. 1 184,79  р./м²
"
697,18,210841012,https://www.moyareklama.by/single/ad/210841012,"
2-ком. квартира 40,7 м², 6/9 эт.
            
","Железнодорожный р-н, ул. Олимпийская, д. 24","
63 750 р. 1 566,34  р./м²
"
698,19,210503493,https://www.moyareklama.by/single/ad/210503493,"
3-ком. квартира 84,6 м², 7/9 эт.
            
","Центральный р-н, ул. Мазурова, д. 4","
145 580 р. 1 720,80  р./м²
"
699,20,210399900,https://www.moyareklama.by/single/ad/210399900,"
2-ком. квартира 66 м², 8/10 эт.
            
","Железнодорожный р-н, ул. 8-я Иногородная, д. 7 а (Сельмаш)","
97 890 р. 1 483,18  р./м²
"
700,1,210790204,https://www.moyareklama.by/single/ad/210790204,"
3-ком. квартира 64,6 м², 4/9 эт.
            
","Советский р-н, ул. Сосновая, д. 20","
91 200 р. 1 411,76  р./м²
"
701,2,210618356,https://www.moyareklama.by/single/ad/210618356,"
2-ком. квартира 50,3 м², 4/9 эт.
            
","Советский р-н, ул. Амурская, д. 30 (З-д Пусковые двигатели)","
65 000 р. 1 293,27  р./м²
"
702,3,207889475,https://www.moyareklama.by/single/ad/207889475,"
4-ком. квартира 76,4 м², 3/9 эт.
            
","Центральный р-н, ул. Кирова, д. 141 (""Рембыттехника"")","
120 000 р. 1 570,68  р./м²
"
703,4,210840453,https://www.moyareklama.by/single/ad/210840453,"
2-ком. квартира 51,5 м², 4/5 эт.
            
","Советский р-н, ул. Богдана Хмельницкого, д. 85","
123 000 р. 2 388,35  р./м²
"
704,5,210840405,https://www.moyareklama.by/single/ad/210840405,"
1-ком. квартира 29,4 м², 3/5 эт.
            
","Советский р-н, ул. Б.Хмельницкого, д. 93а","
52 000 р. 1 768,71  р./м²
"
705,6,210838698,https://www.moyareklama.by/single/ad/210838698,"
5-ком. квартира 96,7 м², 9/9 эт.
            
","Центральный р-н, ул. Хатаевича (Мельников луг)","
200 000 р. 2 068,25  р./м²
"
706,7,210840220,https://www.moyareklama.by/single/ad/210840220,"
2-ком. квартира 60,6 м², 8/16 эт.
            
","Центральный р-н, ул. Головацкого, д. 127","
139 700 р. 2 305,28  р./м²
"
707,8,210840060,https://www.moyareklama.by/single/ad/210840060,"
3-ком. квартира 57,7 м², 5/5 эт.
            
","Рогачевский р-н, г. Рогачев, ул. Советская, д. 61","
53 295 р. 923,66  р./м²
"
708,9,210839893,https://www.moyareklama.by/single/ad/210839893,"
1-ком. квартира 35,8 м², 4/9 эт.
            
","Железнодорожный район, ул. М.Богдановича, д. 12","
39 865,65 р. 1 114,50  р./м²
"
709,10,210839631,https://www.moyareklama.by/single/ad/210839631,"
3-ком. квартира 68,2 м², 5/5 эт.
            
","Железнодорожный р-н, ул. Красноармейская, д. 4Б (Карповича)","
102 000 р. 1 495,60  р./м²
"
710,11,210839489,https://www.moyareklama.by/single/ad/210839489,"
3-ком. квартира 71,2 м², 5/9 эт.
            
","Центральный р-н, ул. Мазурова, д. 107","
156 409 р. 2 196,76  р./м²
"
711,12,207855649,https://www.moyareklama.by/single/ad/207855649,"
4-ком. квартира 80,2 м², 7/9 эт.
            
","Новобелицкий р-н, ул. Пионерская, д. 6 (35-й микрорайон)","
150 000 р. 1 870,32  р./м²
"
712,13,210839439,https://www.moyareklama.by/single/ad/210839439,"
3-ком. квартира 75,3 м², 5/5 эт.
            
","Гомельский р-н, аг. Урицкое, ул. Энергетиков, д. 17 (Энергетиков)","
92 870 р. 1 233,33  р./м²
"
713,14,210385480,https://www.moyareklama.by/single/ad/210385480,"
2-ком. квартира 60 м², 2/2 эт.
            
","Добрушский р-н, аг. Носовичи, ул. Садовая, д. 38","
31 000 р. 516,67  р./м²
"
714,15,210839326,https://www.moyareklama.by/single/ad/210839326,"
2-ком. квартира 44,2 м², 4/5 эт.
            
","Советский р-н, ул. Жукова, д. 16","
"
715,16,210601513,https://www.moyareklama.by/single/ad/210601513,"
2-ком. квартира 64 м², 3/10 эт.
            
","Центральный р-н, ул. Новополесская, д. 2 (""Макдональдс"")","
160 000 р. 2 500  р./м²
"
716,17,206978688,https://www.moyareklama.by/single/ad/206978688,"
2-ком. квартира 42,7 м², 4/9 эт.
            
","Железнодорожный р-н, ул. Новополесская, д. 40","
96 000 р. 2 248,24  р./м²
"
717,18,210748767,https://www.moyareklama.by/single/ad/210748767,"
2-ком. квартира 61,2 м², 9/10 эт.
            
","Центральный р-н, ул. Новополесская, д. 2","
125 000 р. 2 042,48  р./м²
"
718,19,210838435,https://www.moyareklama.by/single/ad/210838435,"
3-ком. квартира 62,1 м², 2/2 эт.
            
","г. Буда-Кошелево, ул. Совхозная, д. 6","
60 240 р. 970,05  р./м²
"
719,20,210838366,https://www.moyareklama.by/single/ad/210838366,"
3-ком. квартира 74,5 м², 6/18 эт.
            
","Центральный р-н, ул. Чечерская, д. 6 (Старая Волотова)","
190 000 р. 2 550,34  р./м²
"
720,1,210835460,https://www.moyareklama.by/single/ad/210835460,"
1-ком. квартира 29 м², 1/9 эт.
            
","Советский р-н, ул. 60 лет СССР, д. 27 (Любенское озеро)","
39 000 р. 1 344,83  р./м²
"
721,2,210838053,https://www.moyareklama.by/single/ad/210838053,"
3-ком. квартира 81 м², 1/2 эт.
            
","Мозырский р-н, д. Бобренята, ул. Садовая, д. 5","
106 680 р. 1 317,04  р./м²
"
722,3,210838014,https://www.moyareklama.by/single/ad/210838014,"
2-ком. квартира 60 м², 2/10 эт.
            
","Советский р-н, ул. Гр. Денисенко, д. 48","
131 544 р. 2 192,40  р./м²
"
723,4,210837923,https://www.moyareklama.by/single/ad/210837923,"
1-ком. квартира 30,8 м², 4/5 эт.
            
","Гомельский р-н, гп Березки, ул. Белорусская, д. 1 (Березки)","
50 000 р. 1 623,38  р./м²
"
724,5,210837822,https://www.moyareklama.by/single/ad/210837822,"
2-ком. квартира 52 м², 2/4 эт.
            
","Центральный р-н, ул. Коммунаров, д. 14 (площадь Ленина)","
151 200 р. 2 907,69  р./м²
"
725,6,210837733,https://www.moyareklama.by/single/ad/210837733,"
1-ком. квартира 33,5 м², 1/5 эт.
            
","Центральный р-н, ул. Ленина, д. 30","
55 430 р. 1 654,13  р./м²
"
726,7,210837646,https://www.moyareklama.by/single/ad/210837646,"
1-ком. квартира 29,1 м², 1/4 эт.
            
","Железнодорожный р-н, ул. Чонгарской Дивизии, д. 3","
58 250 р. 2 001,72  р./м²
"
727,8,210837401,https://www.moyareklama.by/single/ad/210837401,"
3-ком. квартира 64 м², 8/9 эт.
            
","Новобелицкий р-н, ул. Герцена, д. 8 (кинотеатр ""Мир"")","
88 900 р. 1 389,06  р./м²
"
728,9,210837300,https://www.moyareklama.by/single/ad/210837300,"
3-ком. квартира 90,1 м², 2/4 эт.
            
","Центральный р-н, ул. Советская, д. 19","
143 000 р. 1 587,30  р./м²
"
729,10,210738911,https://www.moyareklama.by/single/ad/210738911,"
3-ком. квартира 64 м², 8/9 эт.
            
","Железнодорожный р-н, ул. Фадеева, д. 3 (Чапаева)","
105 000 р. 1 640,63  р./м²
"
730,11,210837033,https://www.moyareklama.by/single/ad/210837033,"
3-ком. квартира 64,2 м², 5/9 эт.
            
","Советский р-н, пр-т Октября, д. 34 (Мотороремонтный завод)","
102 900 р. 1 602,80  р./м²
"
731,12,210836877,https://www.moyareklama.by/single/ad/210836877,"
1-ком. квартира 35,3 м², 5/9 эт.
            
","Центральный р-н, ул. Кожара, д. 1 (ост. гостиница Турист, ост. магазин Океан, ост. Рембыттехника)","
54 000 р. 1 529,75  р./м²
"
732,13,210753290,https://www.moyareklama.by/single/ad/210753290,"
2-ком. квартира 45,9 м², 4/5 эт.
            
","Советский р-н, ул. Павлова, д. 7","
67 500 р. 1 470,59  р./м²
"
733,14,210836716,https://www.moyareklama.by/single/ad/210836716,"
1-ком. квартира 32 м², 5/10 эт.
            
","Железнодорожный р-н, пр-т Космонавтов (Молодежный микрорайон)","
44 640 р. 1 395  р./м²
"
734,15,210836614,https://www.moyareklama.by/single/ad/210836614,"
3-ком. квартира 61,3 м², 2/5 эт.
            
","Советский р-н, ул. Владимирова, д. 19","
79 000 р. 1 288,74  р./м²
"
