,number,id,link,title,area,rooms,address,price,company_link,company_name,date
776,17,210843616,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210843616,"3-ком. квартира 58 м², 5/5 эт.",Железнодорожный,3,"Мозырский р-н, г. Мозырь, ул. Интернациональная, д. 77","60 000 р. 1 034,48  р./м²",None,Собственник,2022-09-28
777,18,210843271,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210843271,"2-ком. квартира 45 м², 4/5 эт.",Гомельский,2,"Гомельский р-н, д. Песочная буда, ул. Молодежная, д. 11","38 000 р. 844,44  р./м²",None,Собственник,2022-09-27
778,19,210843270,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210843270,"2-ком. квартира 0 м², 3/5 эт.",Центральный,2,"Центральный р-н, пр-д Интернациональный, д. 2 (Центральный рынок)",72 000 р.,None,Собственник,2022-09-27
779,20,210843267,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210843267,"2-ком. квартира 60 м², 6/10 эт.",Гомельский,2,"Гомельский р-н, пос. Ченки, ул. Радужная, д. 10","95 000 р. 1 583,33  р./м²",None,Собственник,2022-09-27
780,1,210842943,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210842943,"1-ком. квартира 28,4 м², 7/9 эт.",Советский,1,"Советский р-н, ул. 60 лет СССР, д. 15 (остановка ""60 лет СССР"")","46 500 р. 1 637,32  р./м²",None,Собственник,2022-09-27
781,2,210564434,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210564434,"3-ком. квартира 67 м², 2/3 эт.",Советский,3,"г. Хойники, ул. Карла Маркса, д. 20","38 000 р. 567,16  р./м²",None,Собственник,2022-09-27
782,3,210842386,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210842386,"2-ком. квартира 51 м², 2/5 эт.",Советский,2,"г. Речица, ул. Снежкова, д. 22","63 730 р. 1 249,61  р./м²",None,Собственник,2022-09-26
783,4,210841775,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210841775,"1-ком. квартира 21 м², 4/5 эт.",Центральный,1,"Центральный р-н, ул. Песина","46 000 р. 2 190,48  р./м²",None,Собственник,2022-09-25
784,5,210841703,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210841703,"2-ком. квартира 62 м², 2/18 эт.",Центральный,2,"Центральный р-н, ул. Мазурова, д. 25","180 000 р. 2 903,23  р./м²",None,Собственник,2022-09-25
785,6,210603416,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210603416,"3-ком. квартира 64 м², 7/9 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. Осипова, д. 5 (Молодёжная)","100 000 р. 1 562,50  р./м²",None,Собственник,2022-09-24
786,7,210841494,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210841494,"1-ком. квартира 35 м², 3/5 эт.",Гомельский,1,"Гомельский р-н, д. Урицкое, ул. Ятченко, д. 2","50 000 р. 1 428,57  р./м²",None,Собственник,2022-09-24
787,8,210841181,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210841181,"4-ком. квартира 79,9 м², 2/2 эт.",Гомельский,4,"Мозырский р-н, г. Мозырь, ул. Комсомольская, д. 8 (УКС)","101 600 р. 1 271,59  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-09-23
788,9,209973734,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209973734,"2-ком. квартира 44 м², 3/5 эт.",Гомельский,2,"Гомельский р-н, рп Костюковка, ул. Беляева, д. 5","65 000 р. 1 477,27  р./м²",None,Собственник,2022-09-23
789,10,210841154,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210841154,"Студия 17 м², 2/4 эт.",Железнодорожный,2,"Железнодорожный р-н, ул. Аэропорт","27 500 р. 1 617,65  р./м²",None,Собственник,2022-09-23
790,11,210503493,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210503493,"3-ком. квартира 84,6 м², 7/9 эт.",Центральный,3,"Центральный р-н, ул. Мазурова, д. 4","145 580 р. 1 720,80  р./м²",None,Собственник,2022-09-23
791,12,210399900,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210399900,"2-ком. квартира 66 м², 8/10 эт.",Железнодорожный,2,"Железнодорожный р-н, ул. 8-я Иногородная, д. 7 а (Сельмаш)","97 890 р. 1 483,18  р./м²",None,Собственник,2022-09-23
792,13,210790204,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210790204,"3-ком. квартира 64,6 м², 4/9 эт.",Советский,3,"Советский р-н, ул. Сосновая, д. 20","91 200 р. 1 411,76  р./м²",/single_spec.php?id=210652159,"Агентство ООО ""Центр недвижимости ""Пакодан Регион""",2022-09-23
793,14,210618356,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210618356,"2-ком. квартира 50,3 м², 4/9 эт.",Советский,2,"Советский р-н, ул. Амурская, д. 30 (З-д Пусковые двигатели)","65 000 р. 1 293,27  р./м²",None,Собственник,2022-09-23
794,15,207889475,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/207889475,"4-ком. квартира 76,4 м², 3/9 эт.",Центральный,4,"Центральный р-н, ул. Кирова, д. 141 (""Рембыттехника"")","120 000 р. 1 570,68  р./м²",None,Собственник,2022-09-22
795,16,210840453,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210840453,"2-ком. квартира 51,5 м², 4/5 эт.",Советский,2,"Советский р-н, ул. Б.Хмельницкого, д. 85","112 000 р. 2 174,76  р./м²",None,Собственник,2022-09-22
796,17,210840405,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210840405,"1-ком. квартира 29,4 м², 3/5 эт.",Советский,1,"Советский р-н, ул. Б.Хмельницкого, д. 93а","52 000 р. 1 768,71  р./м²",None,Собственник,2022-09-22
797,18,210838698,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210838698,"5-ком. квартира 96,7 м², 9/9 эт.",Центральный,5,"Центральный р-н, ул. Хатаевича (Мельников луг)","200 000 р. 2 068,25  р./м²",None,Собственник,2022-09-22
798,19,210840060,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210840060,"3-ком. квартира 57,7 м², 5/5 эт.",Центральный,3,"Рогачевский р-н, г. Рогачев, ул. Советская, д. 61","53 295 р. 923,66  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-09-22
799,20,210839631,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210839631,"3-ком. квартира 68,2 м², 5/5 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. Красноармейская, д. 4Б (Карповича)","102 000 р. 1 495,60  р./м²",None,Собственник,2022-09-22
800,1,210839489,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210839489,"3-ком. квартира 71,2 м², 5/9 эт.",Центральный,3,"Центральный р-н, ул. Мазурова, д. 107","156 409 р. 2 196,76  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-09-21
801,2,207855649,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/207855649,"4-ком. квартира 80,2 м², 7/9 эт.",Новобелицкий,4,"Новобелицкий р-н, ул. Пионерская, д. 6 (35-й микрорайон)","150 000 р. 1 870,32  р./м²",None,Собственник,2022-09-21
802,3,210839439,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210839439,"3-ком. квартира 75,3 м², 5/5 эт.",Гомельский,3,"Гомельский р-н, аг. Урицкое, ул. Энергетиков, д. 17 (Энергетиков)","92 870 р. 1 233,33  р./м²",None,Собственник,2022-09-21
803,4,210385480,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210385480,"2-ком. квартира 60 м², 2/2 эт.",Гомельский,2,"Добрушский р-н, аг. Носовичи, ул. Садовая, д. 38","31 000 р. 516,67  р./м²",None,Собственник,2022-09-21
804,5,206978688,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/206978688,"2-ком. квартира 42,7 м², 4/9 эт.",Железнодорожный,2,"Железнодорожный р-н, ул. Новополесская, д. 40","96 000 р. 2 248,24  р./м²",None,Собственник,2022-09-21
805,6,210748767,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210748767,"2-ком. квартира 61,2 м², 9/10 эт.",Центральный,2,"Центральный р-н, ул. Новополесская, д. 2","125 000 р. 2 042,48  р./м²",None,Собственник,2022-09-20
806,7,210838435,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210838435,"3-ком. квартира 62,1 м², 2/2 эт.",Центральный,3,"г. Буда-Кошелево, ул. Совхозная, д. 6","60 240 р. 970,05  р./м²",None,Собственник,2022-09-20
807,8,210835460,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210835460,"1-ком. квартира 29 м², 1/9 эт.",Советский,1,"Советский р-н, ул. 60 лет СССР, д. 27 (Любенское озеро)","39 000 р. 1 344,83  р./м²",None,Собственник,2022-09-20
808,9,210838053,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210838053,"3-ком. квартира 81 м², 1/2 эт.",Советский,3,"Мозырский р-н, д. Бобренята, ул. Садовая, д. 5","106 680 р. 1 317,04  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-09-20
809,10,210838014,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210838014,"2-ком. квартира 60 м², 2/10 эт.",Советский,2,"Советский р-н, ул. Гр. Денисенко, д. 48","131 544 р. 2 192,40  р./м²",None,Собственник,2022-09-20
810,11,210837923,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210837923,"1-ком. квартира 30,8 м², 4/5 эт.",Гомельский,1,"Гомельский р-н, гп Березки, ул. Белорусская, д. 1 (Березки)","50 000 р. 1 623,38  р./м²",None,Собственник,2022-09-20
811,12,210837822,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210837822,"2-ком. квартира 52 м², 2/4 эт.",Центральный,2,"Центральный р-н, ул. Коммунаров, д. 14 (площадь Ленина)","151 200 р. 2 907,69  р./м²",None,Собственник,2022-09-19
812,13,210837733,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210837733,"1-ком. квартира 33,5 м², 1/5 эт.",Центральный,1,"Центральный р-н, ул. Ленина, д. 30","55 430 р. 1 654,13  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-09-19
813,14,210837401,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210837401,"3-ком. квартира 64 м², 8/9 эт.",Новобелицкий,3,"Новобелицкий р-н, ул. Герцена, д. 8 (кинотеатр ""Мир"")","88 900 р. 1 389,06  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-09-19
814,15,210753290,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210753290,"2-ком. квартира 45,9 м², 4/5 эт.",Советский,2,"Советский р-н, ул. Павлова, д. 7","67 500 р. 1 470,59  р./м²",None,Собственник,2022-09-18
815,16,210836614,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210836614,"3-ком. квартира 61,3 м², 2/5 эт.",Советский,3,"Советский р-н, ул. Владимирова, д. 19","79 000 р. 1 288,74  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости""",2022-09-17
816,17,210836684,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210836684,"1-ком. квартира 39,4 м², 2/3 эт.",Гомельский,1,"Гомельский р-н, д. Новая Мильча","32 500 р. 824,87  р./м²",None,Собственник,2022-09-17
817,18,210836217,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210836217,"2-ком. квартира 38,5 м², 2/5 эт.",Железнодорожный,2,"Железнодорожный р-н, ул. Тимофеенко, д. 22","58 420 р. 1 517,40  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-09-16
818,19,210836147,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210836147,"1-ком. квартира 28,4 м², 5/9 эт.",Железнодорожный,1,"Железнодорожный р-н, ул. Минская, д. 8","36 556 р. 1 287,18  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт""",2022-09-16
819,20,210836102,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210836102,"1-ком. квартира 30,1 м², 1/5 эт.",Советский,1,"Советский р-н, ул. Матросова, д. 4 (кинотеатр ""Октябрь"")","55 880 р. 1 856,48  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-09-16
820,1,210835692,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210835692,"2-ком. квартира 47,4 м², 1/5 эт.",Центральный,2,"Центральный р-н, ул. Интернациональная, д. 33",,/single_spec.php?id=210567805,"Агентство А21 ""Недвижимость центр услуг""",2022-09-16
821,2,208104988,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/208104988,"2-ком. квартира 46,2 м², 5/9 эт.",Железнодорожный,2,"Железнодорожный р-н, ул. 50 лет Гомсельмаша, д. 18","71 500 р. 1 547,95  р./м²",None,Собственник,2022-09-16
822,3,210835442,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210835442,"3-ком. квартира 61,4 м², 2/5 эт.",Советский,3,"Советский р-н, пр-т Октября, д. 7 (пр-т Октября)","135 000 р. 2 198,70  р./м²",None,Собственник,2022-09-15
823,4,210835438,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210835438,"1-ком. квартира 35,6 м², 5/9 эт.",Железнодорожный,1,"Железнодорожный р-н, ул. Богдановича, д. 14","45 980 р. 1 290,49  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-09-15
824,5,210608980,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210608980,"1-ком. квартира 33 м², 2/2 эт.",Гомельский,1,"Гомельский р-н, д. Прибор, ул. Войсковая","28 000 р. 848,48  р./м²",None,Собственник,2022-09-15
825,6,210834877,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210834877,"2-ком. квартира 39,4 м², 1/1 эт.",Гомельский,2,"Речицкий район, г. Речица, ул. Фрунзе, д. 7","30 651,60 р. 777,96  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона""",2022-09-15
826,7,210834703,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210834703,"1-ком. квартира 43,7 м², 3/5 эт.",Гомельский,1,"Гомельский р-н, пос. Чёнки, ул. Севруковская, д. 7 (м-н ""Санта"")","67 770 р. 1 550,80  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-09-15
827,8,210796255,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210796255,"1-ком. квартира 36 м², 3/9 эт.",Центральный,1,"Центральный р-н, ул. Педченко, д. 12 (ЗИП)","62 600 р. 1 738,89  р./м²",None,Собственник,2022-09-15
828,9,210834425,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210834425,"2-ком. квартира 46,9 м², 1/5 эт.",Советский,2,"Советский р-н, ул. Сосновая, д. 14 (м-н ""Ами мебель"")","53 240 р. 1 136,39  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-09-14
829,10,210834326,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210834326,"2-ком. квартира 53,4 м², 1/7 эт.",Центральный,2,"Центральный р-н, ул. Мазурова, д. 42","145 000 р. 2 715,36  р./м²",/single_spec.php?id=210838521,"Агентство ООО ""Центр недвижимости ""Престиж""",2022-09-14
830,11,210833198,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210833198,"3-ком. квартира 64 м², 4/5 эт.",Центральный,3,"Центральный р-н, ул. Песина, д. 25","94 000 р. 1 468,75  р./м²",/single_spec.php?id=210652159,"Агентство ООО ""Центр недвижимости ""Пакодан Регион""",2022-09-13
831,12,210833138,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210833138,"1-ком. квартира 40 м², 8/9 эт.",Новобелицкий,1,"Новобелицкий р-н, ул. Международная, д. 30 (""Международная"")",80 000 р. 2 000  р./м²,None,Собственник,2022-09-13
832,13,210833011,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210833011,"3-ком. квартира 70,3 м², 9/9 эт.",Новобелицкий,3,"Светлогорский р-н, г. Светлогорск, мкр Молодежный, д. 55В","46 639 р. 663,43  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-09-13
833,14,210832923,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210832923,"1-ком. квартира 30,8 м², 2/5 эт.",Гомельский,1,"Гомельский район, пос. Зябровка, ул. Авиационная, д. 255","28 097,30 р. 912,25  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-09-13
834,15,210432773,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210432773,"3-ком. квартира 84,2 м², 3/9 эт.",Центральный,3,"Центральный р-н, ул. Артиллерийская, д. 4 (8 Марта)","154 600 р. 1 835,23  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости""",2022-09-13
835,16,209299661,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209299661,"3-ком. квартира 145 м², 8/9 эт.",Центральный,3,"Центральный р-н, ул. Артиллерийская, д. 4 (цирк)",,/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости""",2022-09-13
836,17,210300026,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210300026,"2-ком. квартира 38 м², 1/3 эт.",Железнодорожный,2,"Железнодорожный р-н, ул. Красноармейская, д. 9 (Карповича)","125 000 р. 3 289,47  р./м²",None,Собственник,2022-12-09
837,18,210832121,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210832121,"2-ком. квартира 49,5 м², 2/5 эт.",Советский,2,"Советский р-н, ул. Б.Хмельницкого, д. 92 (ост. ""Ул. Быховская"")","91 600 р. 1 849,76  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости""",2022-12-09
838,19,210831824,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210831824,"2-ком. квартира 50 м², 1/4 эт.",Центральный,2,"Центральный р-н, ул. Комсомольская, д. 2 (Цирк)",225 000 р. 4 500  р./м²,None,Собственник,2022-12-09
839,20,210831369,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210831369,"2-ком. квартира 38,4 м², 2/2 эт.",Железнодорожный,2,"Железнодорожный р-н, ул. Советская, д. 99 а (Аэродром)","66 500 р. 1 730,87  р./м²",/single_spec.php?id=200856033,"Агентство ООО ""Лига права -Недвижимость""",2022-10-09
840,1,210831085,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210831085,"3-ком. квартира 61,7 м², 3/5 эт.",Железнодорожный,3,"Мозырский р-н, г. Мозырь, ул. Интернациональная, д. 86","65 720 р. 1 065,15  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-09-09
841,2,210830804,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210830804,"1-ком. квартира 28,9 м², 8/9 эт.",Новобелицкий,1,"Новобелицкий р-н, ул. Черниговская, д. 34","43 950 р. 1 520,76  р./м²",/single_spec.php?id=210652159,"Агентство ООО Центр недвижимости ""Пакодан Регион""",2022-09-09
842,3,210830287,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210830287,"2-ком. квартира 51,8 м², 3/9 эт.",Новобелицкий,2,"г. Жлобин, мкр 17-й, д. 39 (Новый континент)",,None,Собственник,2022-08-09
843,4,210829376,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210829376,"3-ком. квартира 64,5 м², 9/7 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. М.Богдановича, д. 4 (Молодёжная)","90 000 р. 1 395,35  р./м²",None,"Агентство ООО ""Капитал недвижимости""",2022-07-09
844,5,210828270,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210828270,"2-ком. квартира 37 м², 1/3 эт.",Железнодорожный,2,"Железнодорожный р-н, ул. Красноармейская, д. 9","120 000 р. 3 243,24  р./м²",None,Собственник,2022-06-09
845,6,210575086,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210575086,"2-ком. квартира 47,1 м², 4/5 эт.",Центральный,2,"Центральный р-н, ул. Катунина, д. 3 (Центральный рынок)","72 675 р. 1 542,99  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-06-09
846,7,210827983,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210827983,"3-ком. квартира 61,1 м², 1/4 эт.",Центральный,3,"Центральный р-н, ул. Пушкина, д. 26","112 248 р. 1 838,62  р./м²",/single_spec.php?id=200856033,"Агентство ООО ""Лига права - Недвижимость""",2022-06-09
847,8,209873432,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209873432,"2-ком. квартира 54,7 м², 8/9 эт.",Центральный,2,"Центральный район, ул. Мазурова, д. 69 (Магазин Алми)","94 509,10 р. 1 727,77  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-06-09
848,9,210827516,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210827516,"1-ком. квартира 31,2 м², 2/9 эт.",Советский,1,"Советский р-н, ул. 60 лет СССР, д. 11",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости""",2022-05-09
849,10,209558464,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209558464,"3-ком. квартира 71 м², 1/2 эт.",Гомельский,3,"Гомельский р-н, пос. Урицкое, мкр Восточный, д. 38","115 000 р. 1 619,72  р./м²",None,Собственник,2022-05-09
850,11,210827013,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210827013,"2-ком. квартира 62,5 м², 9/10 эт.",Центральный,2,"Центральный р-н, ул. Новополесская, д. 2 (Новый универмаг)","126 225 р. 2 019,28  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-05-09
851,12,210826647,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210826647,"1-ком. квартира 32,4 м², 4/5 эт.",Советский,1,"Советский р-н, ул. Б.Хмельницкого, д. 97 (""Жукова"")","43 350 р. 1 337,96  р./м²",/single_spec.php?id=200856033,Агентство,2022-04-09
852,13,210826316,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210826316,"3-ком. квартира 67,8 м², 4/11 эт.",Советский,3,"Речицкий район, г. Речица, ул. Ширмы, д. 8","97 063,40 р. 1 431,61  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-09
853,14,210826374,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210826374,"2-ком. квартира 55 м², 5/10 эт.",Центральный,2,"Центральный р-н, ул. Бородина, д. 20 (""Дружба"")","150 000 р. 2 727,27  р./м²",None,Собственник,2022-03-09
854,15,210826036,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210826036,"2-ком. квартира 59,5 м², 4/9 эт.",Центральный,2,"Центральный р-н, ул. Мазурова, д. 59 к.3 (Головацкого)","140 000 р. 2 352,94  р./м²",None,Собственник,2022-02-09
855,16,210581864,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210581864,"2-ком. квартира 48,6 м², 1/4 эт.",Центральный,2,"Центральный р-н, ул. Ирининская, д. 8","91 800 р. 1 888,89  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-02-09
856,17,210825516,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210825516,"2-ком. квартира 38 м², 2/5 эт.",Советский,2,"Советский р-н, ул. Владимирова, д. 21",58 406 р. 1 537  р./м²,/single_spec.php?id=200856033,"Агентство ООО ""Лига права - Недвижимость""",2022-02-09
857,18,209747310,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209747310,"1-ком. квартира 35 м², 1/5 эт.",Центральный,1,"Центральный р-н, ул. Советская, д. 21 (Пионерский сквер)","162 500 р. 4 642,86  р./м²",None,Собственник,2022-02-09
858,19,210824382,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210824382,"3-ком. квартира 58,8 м², 2/5 эт.",Центральный,3,"Речицкий район, г. Речица, ул. Достоевского, д. 25","52 363,15 р. 890,53  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-01-09
859,20,210823948,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210823948,"2-ком. квартира 61,4 м², 4/10 эт.",Центральный,2,"Центральный р-н, ул. Ландышева, д. 14 (университет им. Ф.Скорины)","144 325 р. 2 350,57  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-08-31
860,1,210823676,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210823676,"1-ком. квартира 30 м², 3/5 эт.",Центральный,1,"Центральный р-н, ул. 3-я Авиационная, д. 19",54 000 р. 1 800  р./м²,None,Собственник,2022-08-31
861,2,210823528,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210823528,"3-ком. квартира 66 м², 5/9 эт.",Советский,3,"Советский район, ул. Денисенко, д. 16","114 943,50 р. 1 741,57  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона,2022-08-31
862,3,210823621,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210823621,"2-ком. квартира 38,4 м², 4/5 эт.",Советский,2,"Советский р-н, ул. Минская, д. 40",,None,Собственник,2022-08-31
863,4,210823201,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210823201,"2-ком. квартира 45,3 м², 1/2 эт.",Советский,2,"Речицкий р-н, д. Озерщина, ул. Чапаева, д. 30","29 040 р. 641,06  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-08-31
864,5,210823119,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210823119,"2-ком. квартира 82,3 м², 12/18 эт.",Центральный,2,"Центральный р-н, ул. Головацкого, д. 105а","143 517 р. 1 743,83  р./м²",/single_spec.php?id=200856033,"Агентство ООО ""Лига права - Недвижимость""",2022-08-30
865,6,210822465,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210822465,"3-ком. квартира 55,4 м², 7/9 эт.",Советский,3,"Советский район, ул. Жукова, д. 22","92 465,66 р. 1 669,06  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-08-30
866,7,210594487,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210594487,"4-ком. квартира 76 м², 1/3 эт.",Советский,4,"Житковичский р-н, г. Житковичи, ул. Фрунзе, д. 63","62 600 р. 823,68  р./м²",None,Собственник,2022-08-30
867,8,210821996,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210821996,"2-ком. квартира 40 м², 1/4 эт.",Центральный,2,"Центральный р-н, ул. Советская, д. 43",83 200 р. 2 080  р./м²,/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости""",2022-08-29
868,9,210821979,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210821979,"3-ком. квартира 101 м², 1/1 эт.",Центральный,3,"Ветковский р-н, г. Ветка, мкр Автостанция (15 км от Гомеля)","61 000 р. 603,96  р./м²",/single_spec.php?id=207501945,Агентство ООО «Гид по недвижимости»,2022-08-29
