,number,id,link,title,area,rooms,address,price,company_link,company_name,date
1102,3,210488497,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210488497,"3-ком. квартира 69,4 м², 1/2 эт.",Гомельский,3,"Добрушский район, аг. Жгунь, ул. Школьная, д. 24 (Центр агрогородка)","43 423,10 р. 625,69  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона """,2022-04-06
1103,4,210470330,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210470330,"2-ком. квартира 85,2 м², 1/1 эт.",Гомельский,2,"Гомельский район, аг. Красное, ул. Ленина, д. 15","76 373,57 р. 896,40  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона,2022-04-06
1104,5,210445721,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210445721,"4-ком. квартира 82 м², 1/9 эт.",Советский,4,"Советский район, ул. Барыкина, д. 206 (Сейсмотехника)","91 954,80 р. 1 121,40  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1105,6,210437439,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210437439,"3-ком. квартира 53,4 м², 4/5 эт.",Гомельский,3,"Гомельский район, пос. Зябровка, ул. Центральная, д. 244 (Прибытковский с/с)","43 423,10 р. 813,17  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1106,7,210430031,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210430031,"2-ком. квартира 43,5 м², 5/5 эт.",Железнодорожный,2,"Железнодорожный район, ул. Первомайская, д. 11 (Костюковка)","50 830,57 р. 1 168,52  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона,2022-04-06
1107,8,210403262,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210403262,"2-ком. квартира 46,9 м², 2/5 эт.",Новобелицкий,2,"Новобелицкий район, ул. Димитрова, д. 7","63 602,07 р. 1 356,12  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1108,9,210319749,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210319749,"3-ком. квартира 112,7 м², 2/5 эт.",Центральный,3,"Центральный район, ул. Крестьянская, д. 11","306 516 р. 2 719,75  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1109,10,210311932,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210311932,"2-ком. квартира 47 м², 5/5 эт.",Гомельский,2,"Гомельский район, аг. Урицкое, ул. Молодежная, д. 5","49 808,85 р. 1 059,76  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1110,11,210295967,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210295967,"3-ком. квартира 64,5 м², 5/9 эт.",Советский,3,"Советский район, ул. 70 лет БССР, д. 17","94 509,10 р. 1 465,26  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1111,12,210263181,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210263181,"4-ком. квартира 61,6 м², 1/1 эт.",Советский,4,"Советский район, ул. Ярославская (остановка Никольская церковь)","28 097,30 р. 456,13  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1112,13,209739730,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209739730,"5-ком. квартира 108 м², 1/2 эт.",Новобелицкий,5,"Новобелицкий район, ул. Добрушская, д. 33","71 520,40 р. 662,23  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона,2022-04-06
1113,14,209599724,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209599724,"3-ком. квартира 70,8 м², 8/9 эт.",Новобелицкий,3,"Речицкий район, г. Речица, ул. Строителей, д. 12 (Школа №11)","76 629 р. 1 082,33  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона,2022-04-06
1114,15,209466167,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209466167,"2-ком. квартира 57,1 м², 1/5 эт.",Новобелицкий,2,"г. Чечерск, ул. Крестьянская, д. 8","39 591,65 р. 693,37  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1115,16,209398844,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209398844,"2-ком. квартира 48,5 м², 1/5 эт.",Железнодорожный,2,"Железнодорожный район, ул. Ветковская, д. 6","74 074,70 р. 1 527,31  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1116,17,209398932,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209398932,"3-ком. квартира 62 м², 3/5 эт.",Железнодорожный,3,"Рогачевский район, пос. Приднепровский, ул. Зеленая, д. 1 (с/н Приднепровский)","40 868,80 р. 658,96  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1117,18,210720008,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210720008,"3-ком. квартира 91,5 м², 6/9 эт.",Железнодорожный,3,"Железнодорожный район, ул. Советская, д. 97","217 115,50 р. 2 372,85  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1118,19,207522701,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/207522701,"2-ком. квартира 44,2 м², 1/3 эт.",Центральный,2,"Центральный р-н, ул. Катунина, д. 1а (район ""Коминтерна"")","195 000 р. 4 411,76  р./м²",None,Собственник,2022-03-06
1119,20,210759176,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210759176,"1-ком. квартира 30,5 м², 4/5 эт.",Центральный,1,"Центральный р-н, ул. Портовая, д. 8А",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости""",2022-03-06
1120,1,210694249,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210694249,"2-ком. квартира 43,5 м², 3/5 эт.",Центральный,2,"Центральный р-н, пр-т Победы, д. 17","111 720 р. 2 568,28  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт""",2022-03-06
1121,2,210742666,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210742666,"2-ком. квартира 46,6 м², 4/10 эт.",Центральный,2,"Центральный р-н, ул. Головацкого, д. 107","89 000 р. 1 909,87  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт""",2022-03-06
1122,3,209633340,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209633340,"3-ком. квартира 63,9 м², 9/10 эт.",Советский,3,"Советский р-н, ул. Талалихина, д. 1 (ост. ""Торговое Оборудование, СанТеп"")","111 000 р. 1 737,91  р./м²",None,Собственник,2022-03-06
1123,4,210715640,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210715640,"1-ком. квартира 35,3 м², 11/12 эт.",Советский,1,"Советский р-н, ул. Мележа, д. 4",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости""",2022-03-06
1124,5,210658358,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210658358,"1-ком. квартира 31 м², 1/5 эт.",Новобелицкий,1,"Новобелицкий р-н, ул. Димитрова, д. 61",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости""",2022-03-06
1125,6,210706497,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210706497,"4-ком. квартира 77,3 м², 5/9 эт.",Центральный,4,"Центральный р-н, ул. Головацкого, д. 128",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости""",2022-03-06
1126,7,210737070,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210737070,"2-ком. квартира 53,1 м², 4/9 эт.",Советский,2,"Советский р-н, ул. Г.Денисенко, д. 66 (""59-й микрорайон"")",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости""",2022-03-06
