,number,id,link,title,address,price,company_link,company_name
868,9,210388741,https://www.moyareklama.by/single/ad/210388741,"Дом 83 м² на участке 8,4 сот.","Новобелицкий район, ул. Маркелова (Романовичи-2)","62 818,60 р.",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона
869,10,210381045,https://www.moyareklama.by/single/ad/210381045,"Часть дома 60,3 м² на участке 1,4 сот.","Советский район, ул. Котовского (Центральный рынок)","62 818,60 р.",/single_spec.php?id=200893805,"Агентство ""ОДО Недвижимость Линия Закона"""
870,11,210379909,https://www.moyareklama.by/single/ad/210379909,"Дом 36,2 м² на участке 17,3 сот.","Гомельский район, д. Климовка, ул. 1-я Совхозная (Прибытковский с/с)","10 872,45 р.",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
871,12,210411575,https://www.moyareklama.by/single/ad/210411575,"Дом 167,1 м² на участке 15,2 сот.","Гомельский район, аг. Поколюбичи, ул. Озерная","108 724,50 р.",/single_spec.php?id=200893805,"Агентство ""ОДО Недвижимость Линия Закона"""
872,13,210367148,https://www.moyareklama.by/single/ad/210367148,"Дача 56 м² на участке 5,9 сот.","Гомельский район, ст. Грабовка","10 872,45 р.",/single_spec.php?id=200893805,Агентство ОДО Недвижимость Линия Закона
873,14,210360339,https://www.moyareklama.by/single/ad/210360339,"Дом 99,4 м² на участке 8,8 сот.","Советский район, ул. Майская (Давыдовка)",96 644 р.,/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона"""
874,15,210302138,https://www.moyareklama.by/single/ad/210302138,"Дом 65 м² на участке 12,6 сот.","Железнодорожный район, ул. Крупской","51 946,15 р.",/single_spec.php?id=200893805,Агентство ОДО Недвижимость Линия Закона
875,16,210301044,https://www.moyareklama.by/single/ad/210301044,"Дом 60,2 м² на участке 58 сот.","Добрушский район, аг. Иговка, ул. Центральная (Магазин)","22 952,95 р.",/single_spec.php?id=200893805,Агентство ОДО Недвижимость Линия Закона
876,17,210279445,https://www.moyareklama.by/single/ad/210279445,"Дом 352,7 м² на участке 15 сот.","Советский р-н, ул. 3-я Поперечная (р-н Монастырёк)",241 610 р.,/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
877,18,210234746,https://www.moyareklama.by/single/ad/210234746,"Дом 377,2 м² на участке 10 сот.","Новобелицкий район, пр-д Ченковский","205 368,50 р.",/single_spec.php?id=200893805,Агентство ОДО Недвижимость Линия Закона
